employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
72391,Operations,region_22,Master's & above,m,referred,1,34,5,8,0,0,90,1
51859,Technology,region_5,Bachelor's,f,other,1,26,4,3,1,0,80,1
69685,Technology,region_17,Bachelor's,f,sourcing,1,29,3,1,1,0,79,1
76579,Sales & Marketing,region_7,Master's & above,f,other,1,37,5,3,1,1,98,1
3896,Operations,region_29,Master's & above,m,other,1,31,5,3,1,0,60,1
23374,HR,region_2,Below Secondary,m,sourcing,1,22,5,2,1,1,52,1
49344,Technology,region_20,Master's & above,m,sourcing,1,39,4,9,1,0,95,1
9861,HR,region_2,Master's & above,f,sourcing,1,36,3,9,1,0,50,1
29243,Finance,region_30,Bachelor's,m,other,1,28,5,2,1,0,60,1
55547,Procurement,region_2,Master's & above,f,other,1,50,5,9,1,0,74,1
17505,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,4,6,1,0,49,1
4006,Operations,region_4,Master's & above,m,sourcing,1,30,,1,1,0,61,1
15529,Technology,region_7,Bachelor's,m,sourcing,2,37,3,8,0,0,83,1
5547,Operations,region_22,Bachelor's,m,other,2,35,5,7,1,0,64,1
44612,Technology,region_6,Bachelor's,f,sourcing,1,28,,1,1,0,79,1
66383,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,35,4,7,1,0,43,1
64937,Technology,region_26,Bachelor's,f,other,1,27,5,3,1,0,85,1
59901,Operations,region_2,Master's & above,f,sourcing,1,39,2,7,0,0,69,1
42392,Operations,region_2,Bachelor's,m,other,2,33,4,2,1,0,73,1
18477,Technology,region_14,Bachelor's,f,other,3,39,5,2,0,0,91,1
49490,Analytics,region_26,Bachelor's,m,other,1,28,5,5,0,0,91,1
47791,Analytics,region_22,Bachelor's,m,sourcing,2,29,,1,1,0,84,1
46482,Analytics,region_25,Master's & above,m,sourcing,1,35,5,4,1,0,96,1
5969,Analytics,region_2,Bachelor's,m,other,1,31,3,7,0,0,83,1
8151,Sales & Marketing,region_14,Bachelor's,m,other,3,28,,1,1,0,50,1
77149,Procurement,region_13,Master's & above,m,other,1,32,3,5,1,0,71,1
3522,Analytics,region_2,Bachelor's,f,other,1,31,3,5,0,0,85,1
39440,HR,region_25,Master's & above,f,sourcing,1,36,5,2,0,0,63,1
41230,Technology,region_2,Bachelor's,m,other,1,38,5,5,1,0,78,1
63870,Operations,region_22,Bachelor's,f,other,1,32,3,7,0,0,76,1
59819,Operations,region_22,Master's & above,m,other,1,34,5,8,1,0,64,1
8421,Sales & Marketing,region_1,Bachelor's,m,other,1,27,4,2,1,0,56,1
66036,HR,region_7,Bachelor's,m,sourcing,2,27,5,2,0,0,61,1
22212,Procurement,region_8,Master's & above,f,other,1,32,5,6,1,0,66,1
9459,Technology,region_2,,m,sourcing,1,29,5,4,0,0,85,1
60138,Procurement,region_22,Bachelor's,f,sourcing,1,28,2,7,0,0,86,1
14764,Technology,region_27,Bachelor's,f,sourcing,1,26,4,3,1,0,84,1
43513,Finance,region_31,Bachelor's,m,other,2,30,3,3,1,0,60,1
27823,Analytics,region_22,Bachelor's,m,sourcing,2,31,4,2,1,0,91,1
10937,Procurement,region_7,Master's & above,f,other,1,52,5,19,0,0,83,1
56814,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,5,2,0,0,68,1
59713,Sales & Marketing,region_31,Bachelor's,m,other,1,49,4,6,1,0,89,1
45779,Procurement,region_14,Bachelor's,f,sourcing,1,29,3,2,0,0,82,1
53830,Operations,region_4,Bachelor's,f,other,1,35,3,3,1,1,88,1
72289,Technology,region_17,Bachelor's,f,sourcing,1,29,5,4,1,1,86,1
34639,Operations,region_10,Bachelor's,m,other,1,35,5,10,0,0,71,1
14556,Sales & Marketing,region_7,Master's & above,m,other,1,35,5,4,1,0,47,1
56462,Sales & Marketing,region_22,Bachelor's,m,other,1,30,3,5,0,0,64,1
30001,Operations,region_4,Master's & above,f,other,1,42,5,11,1,0,65,1
18229,Operations,region_7,Master's & above,f,sourcing,1,39,4,4,1,0,61,1
27897,Technology,region_2,Master's & above,m,sourcing,1,59,5,7,1,0,95,1
62624,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,40,3,14,1,0,54,1
12385,Operations,region_14,Master's & above,m,other,1,40,3,9,1,0,61,1
52294,Technology,region_17,Bachelor's,f,sourcing,1,31,5,7,1,0,81,1
45942,Procurement,region_2,Master's & above,f,other,1,49,3,16,1,0,71,1
55905,Operations,region_19,Bachelor's,m,other,1,32,4,6,1,1,69,1
1170,Sales & Marketing,region_17,Bachelor's,m,other,2,27,4,4,0,0,58,1
3401,Technology,region_31,Master's & above,m,sourcing,1,50,5,2,1,0,77,1
38914,Finance,region_26,Bachelor's,m,sourcing,1,31,3,2,0,0,72,1
20410,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,40,5,12,1,0,50,1
5952,Technology,region_26,Master's & above,m,other,2,37,2,6,1,0,74,1
32222,Analytics,region_4,Master's & above,m,sourcing,3,47,4,17,1,1,92,1
30259,Sales & Marketing,region_25,Master's & above,m,sourcing,1,35,5,4,0,0,64,1
65202,Finance,region_23,Master's & above,m,other,1,36,5,8,1,1,87,1
15417,Sales & Marketing,region_28,,m,sourcing,1,30,3,2,1,1,48,1
73827,Operations,region_2,Bachelor's,m,sourcing,1,27,,1,1,0,61,1
18302,Sales & Marketing,region_4,Master's & above,m,other,1,33,3,7,1,0,49,1
43436,Finance,region_2,Below Secondary,f,sourcing,1,26,3,2,1,0,61,1
10338,Operations,region_19,Bachelor's,m,sourcing,1,35,4,8,1,0,63,1
60507,Operations,region_2,Master's & above,m,sourcing,3,44,4,14,1,0,61,1
53212,Procurement,region_13,Master's & above,f,other,1,35,5,4,1,1,73,1
41599,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,45,3,15,1,0,56,1
56701,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,31,4,5,1,0,53,1
57776,Finance,region_22,Bachelor's,m,other,2,24,,1,1,0,62,1
20610,HR,region_22,Bachelor's,m,sourcing,1,30,3,7,0,0,65,1
5196,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,35,1,10,1,0,57,1
42009,Operations,region_4,Bachelor's,m,other,1,28,,1,1,0,61,1
37710,Operations,region_31,Bachelor's,f,other,1,38,3,7,1,0,61,1
1629,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,32,3,7,1,0,52,1
3016,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,24,5,2,0,0,62,1
997,Operations,region_19,Bachelor's,m,sourcing,2,36,3,5,1,0,58,1
46139,Technology,region_7,Master's & above,f,other,2,50,4,23,1,0,85,1
26784,Operations,region_15,Bachelor's,f,sourcing,1,32,3,4,1,0,63,1
40999,Sales & Marketing,region_28,Master's & above,m,sourcing,1,41,4,7,1,0,91,1
32690,Operations,region_4,Bachelor's,f,other,1,36,5,2,0,0,69,1
4597,Procurement,region_7,Master's & above,m,other,1,44,5,6,1,0,71,1
21752,Procurement,region_13,Bachelor's,f,sourcing,1,30,3,7,1,0,67,1
37216,Technology,region_15,Bachelor's,m,other,1,31,4,2,1,1,77,1
16471,Sales & Marketing,region_26,Bachelor's,f,sourcing,1,34,4,7,0,0,58,1
3421,Operations,region_13,Bachelor's,m,sourcing,1,28,3,3,1,0,59,1
30459,Finance,region_22,Bachelor's,m,other,1,30,5,2,1,0,92,1
64755,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,5,2,1,0,47,1
67667,Procurement,region_13,Bachelor's,m,sourcing,1,27,4,3,0,0,78,1
27562,Technology,region_15,Master's & above,m,sourcing,1,32,4,6,1,0,81,1
77036,Technology,region_2,Bachelor's,f,referred,1,31,5,5,0,1,90,1
33673,Procurement,region_22,Bachelor's,f,other,3,29,5,5,1,1,87,1
66438,Technology,region_2,Bachelor's,m,other,2,42,3,3,1,0,80,1
59328,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,31,4,6,0,0,66,1
68010,Procurement,region_2,Bachelor's,f,other,1,35,5,9,1,0,69,1
13886,Analytics,region_28,Master's & above,m,other,1,31,5,2,1,0,89,1
67415,Finance,region_22,Master's & above,m,sourcing,2,33,5,8,1,0,59,1
70560,Procurement,region_26,Bachelor's,m,other,2,26,3,2,1,0,93,1
69400,Sales & Marketing,region_23,,m,other,1,24,,1,1,0,51,1
30148,Procurement,region_22,Bachelor's,f,other,1,30,5,4,0,0,84,1
45914,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,36,3,9,1,0,43,1
30024,Operations,region_15,Bachelor's,m,other,1,34,5,8,1,0,59,1
48697,Sales & Marketing,region_13,Master's & above,m,sourcing,1,30,4,2,1,0,65,1
58718,Procurement,region_13,Bachelor's,f,sourcing,1,29,3,4,1,0,97,1
40035,Technology,region_2,Bachelor's,m,other,1,37,1,12,1,0,78,1
29432,Procurement,region_22,Bachelor's,f,sourcing,1,27,5,4,0,1,81,1
4502,Sales & Marketing,region_7,Bachelor's,m,other,1,30,1,4,1,0,49,1
55058,Sales & Marketing,region_10,Bachelor's,m,other,1,27,4,4,0,0,64,1
8049,HR,region_7,Master's & above,m,sourcing,1,42,5,10,0,1,86,1
23871,Operations,region_4,Master's & above,m,other,1,31,5,7,1,0,57,1
77476,Technology,region_2,Bachelor's,f,referred,2,37,5,4,1,1,83,1
36650,Sales & Marketing,region_23,Master's & above,m,other,1,40,4,6,0,0,60,1
46346,Operations,region_28,Master's & above,m,sourcing,1,30,5,5,0,1,75,1
3980,Sales & Marketing,region_2,Master's & above,f,sourcing,1,40,3,3,1,0,48,1
73715,Operations,region_4,Bachelor's,m,sourcing,1,41,5,5,1,0,61,1
64340,Operations,region_2,Bachelor's,f,sourcing,1,38,5,9,0,0,94,1
76521,Procurement,region_23,Bachelor's,f,other,1,33,5,4,1,0,66,1
9638,Finance,region_27,Bachelor's,m,sourcing,1,24,,1,1,0,60,1
75611,Operations,region_14,Bachelor's,m,other,1,38,5,4,1,0,60,1
70897,Operations,region_13,Master's & above,m,other,1,40,3,5,0,1,72,1
31839,Procurement,region_27,Master's & above,m,other,1,38,3,10,1,0,70,1
15843,Technology,region_7,Below Secondary,m,sourcing,1,23,3,2,0,0,91,1
33330,Technology,region_2,Master's & above,f,other,1,58,5,19,1,0,77,1
55206,Analytics,region_4,Bachelor's,m,other,1,39,5,6,0,0,84,1
75490,Procurement,region_2,Bachelor's,m,other,1,31,5,7,0,0,85,1
27976,Finance,region_28,Master's & above,m,sourcing,3,35,4,3,1,0,61,1
62889,Operations,region_15,Bachelor's,m,other,1,38,5,5,1,0,61,1
57999,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,34,3,6,1,0,47,1
9879,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,4,3,1,0,92,1
60399,Analytics,region_22,Bachelor's,m,other,1,33,5,5,1,0,83,1
64231,Operations,region_15,Bachelor's,m,other,1,43,5,5,0,0,72,1
36696,Finance,region_2,Bachelor's,m,other,1,41,1,2,0,0,79,1
45764,HR,region_7,Bachelor's,m,sourcing,1,27,,1,1,0,56,1
22500,Legal,region_22,Bachelor's,m,sourcing,1,29,5,2,1,0,61,1
67759,Technology,region_16,Bachelor's,f,other,1,59,5,12,1,0,81,1
75936,R&D,region_26,Bachelor's,m,other,2,36,5,3,1,0,79,1
58948,Technology,region_22,Bachelor's,m,referred,1,26,5,3,1,0,77,1
67237,Technology,region_2,Master's & above,f,sourcing,1,44,5,4,1,0,90,1
20338,Procurement,region_2,Bachelor's,f,sourcing,1,35,5,3,0,0,79,1
41893,Operations,region_27,Bachelor's,m,sourcing,1,30,5,4,1,0,62,1
14684,Technology,region_2,Bachelor's,f,other,1,28,1,5,1,0,80,1
48270,Procurement,region_23,Master's & above,m,other,1,40,5,5,1,1,92,1
9832,Sales & Marketing,region_2,Master's & above,m,other,1,52,5,9,1,0,52,1
39942,Operations,region_7,Master's & above,m,sourcing,1,37,3,5,1,0,97,1
66678,Technology,region_5,Bachelor's,m,other,1,32,5,2,1,1,86,1
6118,Operations,region_13,Master's & above,m,other,3,39,5,8,0,0,70,1
946,Procurement,region_8,Master's & above,f,sourcing,1,32,5,8,1,0,68,1
68543,Analytics,region_21,Bachelor's,f,other,1,28,5,2,1,0,88,1
61013,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,4,3,0,0,96,1
50193,Procurement,region_27,Bachelor's,m,other,2,24,,1,0,0,86,1
17101,Sales & Marketing,region_15,Master's & above,m,other,3,33,,1,1,0,54,1
38221,Finance,region_7,Master's & above,m,sourcing,1,34,3,7,0,1,70,1
75148,Sales & Marketing,region_7,Master's & above,m,sourcing,1,39,4,6,0,0,66,1
58895,Technology,region_7,Bachelor's,m,other,1,28,,1,1,0,77,1
15517,HR,region_13,Bachelor's,m,other,1,29,5,1,1,0,52,1
38858,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,38,3,9,1,0,93,1
41209,Operations,region_11,Bachelor's,m,other,3,31,5,8,1,0,98,1
23801,HR,region_22,Master's & above,f,other,1,33,2,4,1,0,49,1
62812,Finance,region_28,Master's & above,m,sourcing,1,31,5,7,1,0,64,1
57097,Technology,region_7,Master's & above,m,sourcing,2,41,5,4,1,0,77,1
4749,Sales & Marketing,region_28,Master's & above,m,other,2,38,5,10,1,1,93,1
24995,Sales & Marketing,region_7,Master's & above,m,sourcing,1,55,5,23,1,0,48,1
69459,Procurement,region_23,Master's & above,m,other,1,32,5,7,0,0,78,1
34400,Procurement,region_2,Master's & above,f,referred,1,36,3,10,0,0,79,1
63105,Technology,region_7,Bachelor's,m,referred,1,26,2,2,1,0,77,1
38528,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,40,3,10,1,0,96,1
45331,Technology,region_7,Master's & above,m,other,1,45,3,12,1,0,77,1
10418,Analytics,region_2,Master's & above,f,other,1,32,5,4,1,0,83,1
25583,Technology,region_8,Master's & above,m,other,1,33,2,8,0,0,82,1
9256,Sales & Marketing,region_25,Master's & above,m,other,1,40,5,2,1,1,90,1
20397,Operations,region_22,Bachelor's,f,other,2,34,5,7,0,0,73,1
45195,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,37,3,9,0,0,61,1
23033,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,26,,1,0,0,64,1
47704,Operations,region_26,Master's & above,f,sourcing,1,36,4,8,1,0,58,1
53062,Operations,region_22,Master's & above,f,other,1,46,5,15,1,0,62,1
16360,Procurement,region_22,Master's & above,f,other,1,31,5,5,0,0,81,1
44959,Technology,region_22,Master's & above,m,other,1,51,5,3,1,1,84,1
70370,Procurement,region_2,Below Secondary,f,other,1,23,,1,1,0,71,1
56914,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,29,5,5,1,0,44,1
31133,Technology,region_13,Bachelor's,m,referred,2,30,5,2,1,0,82,1
4046,Sales & Marketing,region_2,Bachelor's,m,referred,2,28,5,6,1,0,48,1
22858,R&D,region_2,,m,other,2,24,,1,1,0,83,1
14674,Sales & Marketing,region_2,Bachelor's,m,other,1,32,5,7,1,0,53,1
40649,Technology,region_13,Bachelor's,f,other,2,29,1,4,1,0,78,1
46049,Operations,region_27,Bachelor's,f,sourcing,2,33,5,6,1,0,61,1
39092,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,27,5,2,1,1,93,1
11265,HR,region_22,Bachelor's,m,other,1,30,,1,1,0,50,1
37604,Sales & Marketing,region_25,Master's & above,f,other,1,34,4,5,1,0,97,1
189,Finance,region_4,Bachelor's,m,sourcing,1,28,4,5,1,0,76,1
9365,Procurement,region_2,Master's & above,f,other,1,37,3,12,0,0,87,1
65406,Sales & Marketing,region_16,Bachelor's,f,other,1,40,5,5,1,0,52,1
33896,Procurement,region_2,Bachelor's,f,other,1,30,5,6,1,0,67,1
1389,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,33,4,2,1,0,50,1
16710,Analytics,region_22,Bachelor's,m,other,2,30,,1,1,0,81,1
59877,Technology,region_15,Bachelor's,m,sourcing,1,31,4,4,0,0,90,1
51098,Operations,region_27,Bachelor's,m,other,1,41,5,6,1,1,58,1
4194,Sales & Marketing,region_7,Bachelor's,m,other,1,48,3,20,1,0,49,1
24408,Analytics,region_25,Master's & above,m,other,1,34,5,3,1,0,87,1
42558,HR,region_7,Master's & above,m,other,1,38,3,6,1,0,48,1
33554,Technology,region_7,Bachelor's,m,other,1,26,5,4,1,0,81,1
30174,Sales & Marketing,region_1,Bachelor's,m,other,1,29,3,6,0,0,64,1
45999,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,33,5,4,1,0,51,1
51923,Technology,region_21,Bachelor's,f,other,1,31,3,6,1,0,79,1
1360,Analytics,region_22,Bachelor's,m,other,1,26,,1,0,0,81,1
9337,Sales & Marketing,region_22,Bachelor's,m,other,1,29,5,2,1,0,47,1
38878,Finance,region_28,Bachelor's,m,sourcing,1,25,,1,0,0,70,1
18476,Sales & Marketing,region_12,Bachelor's,f,sourcing,1,27,,1,1,1,98,1
53952,Analytics,region_7,Bachelor's,m,sourcing,1,28,,1,1,0,86,1
19104,Procurement,region_2,Master's & above,m,sourcing,2,50,4,19,1,0,70,1
73818,Sales & Marketing,region_7,Bachelor's,m,other,1,25,,1,0,0,57,1
29601,Procurement,region_15,Bachelor's,f,sourcing,1,38,2,11,1,0,75,1
11085,Finance,region_2,Bachelor's,m,sourcing,2,59,5,3,0,0,75,1
4624,Technology,region_2,Bachelor's,m,other,1,31,5,3,1,0,76,1
10049,Technology,region_7,Master's & above,m,sourcing,1,45,1,16,1,0,78,1
29323,Operations,region_16,Bachelor's,f,sourcing,1,38,3,4,1,0,61,1
57424,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,36,3,3,0,0,68,1
11023,Sales & Marketing,region_28,Bachelor's,f,sourcing,1,29,3,5,0,0,59,1
22871,Technology,region_30,Bachelor's,f,other,2,27,4,4,1,0,77,1
3028,Technology,region_7,Master's & above,f,sourcing,2,38,5,3,1,0,77,1
56347,Procurement,region_2,Bachelor's,f,sourcing,1,27,,1,1,0,95,1
75193,Operations,region_4,Bachelor's,f,other,2,45,2,12,1,0,62,1
61492,Analytics,region_22,Bachelor's,m,referred,3,28,4,2,1,0,82,1
23487,Procurement,region_22,Bachelor's,m,other,1,26,3,2,1,0,99,1
25002,Sales & Marketing,region_22,Master's & above,f,other,3,30,4,2,1,0,48,1
37764,Sales & Marketing,region_28,Master's & above,m,other,1,34,3,7,0,0,62,1
13833,Sales & Marketing,region_13,,m,sourcing,1,45,5,16,0,0,62,1
62448,Technology,region_11,Bachelor's,f,other,1,30,5,3,1,0,84,1
37644,Operations,region_23,Master's & above,m,other,1,32,3,6,1,0,61,1
75177,Operations,region_2,Bachelor's,m,sourcing,2,47,5,6,0,1,74,1
11345,Technology,region_28,Master's & above,m,other,1,37,4,12,0,0,92,1
37143,Analytics,region_23,Master's & above,m,sourcing,1,35,4,10,1,0,82,1
63424,Operations,region_22,Bachelor's,f,referred,1,29,5,2,0,0,69,1
36522,Procurement,region_2,Bachelor's,f,other,1,44,5,3,0,0,76,1
15176,Procurement,region_7,Bachelor's,m,other,1,29,5,3,1,0,66,1
15576,Operations,region_7,Master's & above,m,sourcing,1,37,5,5,1,0,57,1
19289,Operations,region_7,Bachelor's,f,sourcing,1,31,4,7,1,0,90,1
29546,Analytics,region_22,Bachelor's,m,other,3,29,3,4,0,1,89,1
67952,Technology,region_7,Bachelor's,f,other,1,31,4,5,0,0,91,1
17132,Analytics,region_31,Bachelor's,m,other,1,27,,1,1,0,80,1
9456,Operations,region_26,Bachelor's,f,other,1,28,5,4,1,0,61,1
39959,Operations,region_2,Bachelor's,f,other,1,34,3,2,1,0,59,1
53668,Procurement,region_4,Bachelor's,f,other,1,35,5,6,1,0,67,1
40360,Technology,region_27,Bachelor's,m,other,1,30,3,1,1,0,95,1
43515,Sales & Marketing,region_7,Bachelor's,f,other,1,40,5,9,1,0,47,1
5967,Sales & Marketing,region_22,Bachelor's,m,other,2,28,3,3,1,0,44,1
31633,Procurement,region_14,Bachelor's,f,other,1,31,3,8,1,0,70,1
47061,Operations,region_2,Master's & above,m,sourcing,1,38,3,8,1,0,60,1
30002,Technology,region_4,Bachelor's,f,sourcing,1,30,4,5,1,1,87,1
7997,Sales & Marketing,region_2,,m,other,1,24,,1,0,0,94,1
50837,Sales & Marketing,region_2,Bachelor's,m,referred,1,38,3,8,0,0,60,1
64096,Sales & Marketing,region_28,Bachelor's,m,other,1,33,5,10,1,0,96,1
40296,Technology,region_2,Bachelor's,f,sourcing,2,33,5,4,1,0,77,1
24536,Operations,region_17,Bachelor's,m,other,1,32,5,6,1,0,56,1
12751,Procurement,region_22,Bachelor's,m,sourcing,1,30,3,7,0,1,88,1
24643,Operations,region_22,Bachelor's,f,other,2,32,3,2,0,0,72,1
61687,Procurement,region_2,Bachelor's,f,other,1,52,5,10,1,0,70,1
44025,Operations,region_19,Bachelor's,f,sourcing,1,33,3,3,1,0,56,1
6288,Operations,region_26,Bachelor's,f,other,1,33,5,8,1,0,57,1
24632,Operations,region_8,Master's & above,m,other,1,44,5,3,1,1,93,1
66069,Operations,region_22,Master's & above,m,referred,1,31,5,6,1,1,94,1
42219,Technology,region_15,Bachelor's,f,other,1,26,4,4,1,0,98,1
51574,Operations,region_32,Bachelor's,f,sourcing,1,38,3,6,1,0,56,1
59603,Operations,region_22,Bachelor's,f,sourcing,2,33,3,3,1,0,57,1
26894,Procurement,region_7,Bachelor's,f,other,1,30,4,3,1,0,97,1
57499,Operations,region_22,Bachelor's,m,sourcing,2,33,3,5,1,0,60,1
68669,Procurement,region_13,Master's & above,m,other,1,40,3,8,1,0,67,1
15288,Operations,region_12,Bachelor's,m,sourcing,1,29,3,3,0,0,69,1
34221,R&D,region_2,Master's & above,m,other,3,38,5,7,1,0,98,1
73924,Sales & Marketing,region_3,Bachelor's,m,other,1,31,2,7,0,0,63,1
44294,Analytics,region_22,,m,other,1,27,3,3,1,0,87,1
74692,Technology,region_16,Bachelor's,m,sourcing,1,30,2,4,0,0,86,1
18538,Sales & Marketing,region_28,Bachelor's,f,other,1,29,5,2,0,1,64,1
1027,Finance,region_26,Bachelor's,m,other,1,25,,1,1,0,62,1
40650,Procurement,region_2,Bachelor's,f,other,1,49,5,3,0,0,89,1
77206,Finance,region_8,Bachelor's,f,other,1,28,4,1,1,0,73,1
31626,Procurement,region_31,Bachelor's,m,other,2,26,,1,1,0,65,1
12200,Sales & Marketing,region_2,Bachelor's,m,other,1,31,,1,0,0,69,1
16263,Finance,region_28,Bachelor's,m,other,1,27,5,2,0,0,70,1
59837,Procurement,region_2,Master's & above,m,sourcing,1,33,5,2,1,0,68,1
14519,Sales & Marketing,region_7,Bachelor's,m,sourcing,3,30,4,6,1,0,46,1
72125,Technology,region_22,Bachelor's,f,sourcing,1,28,,1,1,0,90,1
8065,Technology,region_2,Master's & above,f,sourcing,2,34,4,4,1,0,80,1
39061,Procurement,region_20,Bachelor's,m,sourcing,1,30,5,5,1,0,74,1
69674,Sales & Marketing,region_32,Bachelor's,m,other,1,38,4,7,1,0,43,1
72074,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,5,2,1,0,49,1
71491,Technology,region_7,Bachelor's,m,other,1,27,5,3,1,0,82,1
62640,Procurement,region_22,Bachelor's,m,sourcing,1,30,5,2,1,0,67,1
65276,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,29,4,2,1,0,50,1
10254,Operations,region_13,Bachelor's,m,sourcing,1,41,4,10,0,0,69,1
42853,Operations,region_22,Master's & above,m,other,2,37,5,7,1,0,61,1
48588,Technology,region_13,Bachelor's,m,sourcing,1,39,3,4,1,0,75,1
58073,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,29,4,3,0,0,61,1
21331,Operations,region_15,Bachelor's,m,other,2,32,4,5,1,0,93,1
69988,Finance,region_28,Bachelor's,m,other,1,31,3,3,0,1,74,1
5827,Operations,region_2,Master's & above,f,other,1,53,4,11,1,1,58,1
11534,Procurement,region_22,Master's & above,m,sourcing,1,53,5,4,1,0,73,1
53312,Operations,region_31,Master's & above,m,other,3,33,5,6,1,0,93,1
16603,Operations,region_22,Master's & above,f,sourcing,2,35,5,7,1,0,58,1
36694,Procurement,region_23,Master's & above,m,other,1,39,3,11,1,0,68,1
27613,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,37,5,3,1,0,49,1
44753,Operations,region_15,Bachelor's,m,referred,1,34,3,2,1,0,56,1
34484,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,42,4,16,1,0,53,1
1043,Sales & Marketing,region_29,Bachelor's,m,sourcing,2,27,1,2,1,0,46,1
37579,Sales & Marketing,region_22,Bachelor's,m,referred,1,27,3,2,1,0,53,1
21398,Operations,region_22,Master's & above,f,other,1,37,3,9,1,0,61,1
55671,Operations,region_22,Bachelor's,m,other,1,29,,1,0,0,75,1
67525,Operations,region_2,Master's & above,f,other,2,40,4,6,1,0,95,1
142,Sales & Marketing,region_13,Bachelor's,m,other,1,43,5,5,1,0,90,1
54145,Operations,region_22,Bachelor's,f,other,1,28,5,4,1,0,60,1
6742,Procurement,region_7,Master's & above,f,sourcing,1,31,4,7,1,1,98,1
22414,Procurement,region_10,Master's & above,f,other,1,31,3,6,1,0,66,1
14843,R&D,region_22,Master's & above,m,sourcing,1,32,5,2,1,0,85,1
1068,Operations,region_2,Bachelor's,f,other,1,32,5,6,1,0,54,1
62142,Legal,region_27,Bachelor's,m,sourcing,1,26,5,1,1,0,60,1
71438,Technology,region_22,Bachelor's,m,sourcing,1,31,3,4,1,0,87,1
49219,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,3,3,1,0,48,1
18619,Sales & Marketing,region_10,Master's & above,m,sourcing,1,39,5,2,1,0,52,1
57060,Technology,region_15,Master's & above,m,other,1,41,5,13,1,0,80,1
33447,Procurement,region_22,Bachelor's,m,sourcing,2,27,5,3,1,0,69,1
27537,Operations,region_22,Master's & above,f,other,1,47,5,16,1,0,52,1
72899,Finance,region_4,Master's & above,m,other,1,37,5,13,1,0,59,1
24805,Sales & Marketing,region_7,Bachelor's,m,other,1,30,3,2,1,0,89,1
3411,Procurement,region_10,Master's & above,m,sourcing,1,33,3,7,1,0,72,1
66593,Operations,region_25,Bachelor's,m,sourcing,1,32,3,8,1,0,89,1
3394,Sales & Marketing,region_17,Bachelor's,m,other,1,27,3,3,0,1,56,1
67703,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,41,5,11,1,0,55,1
7591,Procurement,region_7,Bachelor's,m,sourcing,1,49,5,7,1,0,64,1
33115,Sales & Marketing,region_7,Master's & above,m,sourcing,1,38,5,10,0,0,54,1
56274,Technology,region_2,Bachelor's,m,sourcing,1,27,5,3,1,0,81,1
44743,Analytics,region_22,Bachelor's,m,other,4,29,5,4,0,0,82,1
14765,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,5,4,0,0,64,1
12525,Technology,region_15,Bachelor's,m,other,1,27,4,6,0,1,87,1
20126,Technology,region_9,Bachelor's,m,other,1,28,5,2,0,0,86,1
70283,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,26,5,2,1,1,84,1
41950,Procurement,region_7,Master's & above,m,other,1,52,3,12,1,0,71,1
49648,Operations,region_31,Bachelor's,m,other,1,29,5,3,1,0,59,1
18717,Analytics,region_29,Bachelor's,f,other,1,29,5,5,0,0,90,1
49188,Technology,region_2,,f,other,1,31,1,4,0,0,89,1
31630,Procurement,region_17,Master's & above,f,other,2,34,3,10,0,0,87,1
5597,Operations,region_13,Bachelor's,f,sourcing,2,34,5,7,0,1,89,1
18732,Technology,region_23,Master's & above,m,other,1,40,5,6,1,0,81,1
